sun,mon,tue,wed,thu,fri,sat,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,6,6:30,7,7:30,8,8:30,9,9:30,10,10:30,11,11:30,12,12:30,13,13:30,14,14:30,15,15:30,16,16:30,17,17:30,18,18:30,19,19:30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,15,23,51,62,68,52,42,26,19,14,14,34,39,27,22,15,13,12,40,56,80,73,71,59,39,29,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,18,29,63,108,88,77,61,40,26,20,18,36,65,39,26,21,20,19,50,74,107,127,105,89,67,37,22
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,21,30,80,102,85,79,49,34,25,23,20,54,67,40,32,21,19,20,63,70,114,95,91,94,64,40,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,19,25,73,92,73,65,51,40,25,23,21,47,63,42,27,21,21,19,51,82,111,113,89,85,68,39,18
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,21,31,69,111,79,79,70,39,26,19,22,52,59,40,31,19,19,22,44,85,118,124,95,77,62,36,17
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,18,29,63,94,97,58,54,42,22,19,19,54,49,38,32,19,22,18,56,75,114,119,104,80,59,45,21
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,16,23,68,75,87,55,46,31,21,19,14,40,47,25,27,17,14,17,48,60,76,85,74,70,48,33,17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,13,19,52,65,51,51,34,33,16,13,13,33,45,31,24,15,17,12,41,50,77,84,68,61,47,28,18
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,21,24,74,98,81,67,57,49,24,18,17,51,55,42,30,19,20,21,60,65,118,100,104,83,64,38,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,17,26,74,90,91,68,57,42,29,20,17,44,59,54,35,20,22,19,57,71,133,124,106,85,52,39,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,22,31,67,112,85,61,53,38,19,21,22,51,67,44,30,23,21,24,62,70,131,87,129,76,62,44,22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,21,31,72,113,83,63,58,45,24,23,20,44,57,45,27,20,20,23,64,58,122,116,115,83,66,40,23
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,19,30,75,96,87,80,46,40,26,17,21,47,60,43,26,19,21,19,58,70,113,93,91,71,64,35,23
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,16,26,48,89,74,58,46,31,17,16,14,39,46,32,24,14,16,17,46,51,78,78,84,65,51,39,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,12,18,33,75,60,54,37,30,20,14,16,39,45,32,19,14,14,14,39,49,74,70,78,51,42,33,15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,21,30,77,98,81,65,48,36,21,18,23,46,59,36,29,16,19,21,58,73,99,124,98,88,69,45,20
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,18,25,77,100,88,51,59,42,26,22,20,45,59,38,31,19,18,21,59,57,118,100,106,87,63,38,21
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,18,34,74,94,81,56,53,40,27,24,20,52,52,38,32,21,21,21,60,75,109,130,102,87,53,37,18
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,21,24,60,96,82,60,56,47,28,22,21,47,63,44,31,19,22,22,65,67,132,106,108,81,55,40,18
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,19,25,73,94,99,77,50,36,24,21,19,51,62,42,28,18,21,21,57,71,106,107,108,73,59,35,20
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,17,23,51,93,65,65,39,23,20,16,17,43,46,27,26,15,15,16,52,56,92,78,83,61,42,33,14
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,15,20,52,66,56,44,37,30,19,15,15,32,40,33,18,14,12,13,38,48,100,74,73,57,38,31,13
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,21,34,68,108,83,83,59,39,23,23,19,43,56,35,31,18,22,18,55,69,112,104,105,78,55,40,19
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,19,24,66,98,98,83,51,42,26,20,21,50,53,45,30,20,18,22,51,77,112,96,107,82,53,42,21
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,20,33,75,102,82,72,53,44,22,21,22,38,49,36,26,19,20,19,61,65,113,109,117,83,53,46,18
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,19,26,70,93,81,83,66,37,21,22,20,53,63,42,27,20,19,16,56,67,109,118,87,79,59,44,20
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,21,28,64,96,83,77,57,38,22,20,21,49,64,37,29,20,21,22,49,66,114,113,125,81,58,34,19
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,17,23,55,79,75,42,32,33,23,14,18,35,60,33,28,16,17,19,59,53,92,107,88,65,56,31,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,21,47,61,64,48,39,28,14,13,16,36,48,22,22,12,13,14,38,54,70,72,66,53,38,24,16
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,22,29,82,108,84,63,45,42,25,21,23,64,52,43,30,24,21,19,62,71,92,119,81,72,51,46,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,22,27,62,103,86,73,61,41,26,20,21,45,56,40,26,20,21,20,51,62,111,105,106,73,61,43,22
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,22,30,71,109,84,62,53,41,25,20,20,47,61,33,27,21,19,20,64,67,92,121,94,75,68,45,23
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,15,35,67,94,79,68,63,40,24,19,20,51,56,33,29,19,20,22,58,68,134,103,86,77,61,41,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,18,24,66,99,88,72,56,36,24,19,20,49,58,34,27,21,21,21,54,63,98,116,92,76,70,41,18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,14,23,61,86,71,59,41,35,20,14,15,39,55,30,28,12,17,17,48,58,85,79,75,61,49,38,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,21,48,67,60,48,36,31,14,15,13,28,44,31,21,15,13,13,38,49,71,73,79,54,40,31,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,20,28,61,105,105,65,59,33,27,23,19,48,66,37,28,21,18,22,64,61,126,115,106,89,66,40,19
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,20,32,65,69,74,66,50,47,25,20,23,42,66,43,25,21,21,19,60,60,134,91,89,71,61,45,20
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,19,29,78,104,91,66,52,32,21,22,22,52,65,34,28,19,20,21,63,66,136,110,101,79,56,36,25
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,19,31,64,99,87,64,59,31,25,19,18,51,53,38,26,19,17,23,63,65,106,98,86,81,70,41,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,22,28,74,88,70,76,54,38,26,21,21,49,68,49,37,22,20,21,68,80,130,114,89,88,52,37,21
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,18,24,61,85,75,53,42,30,19,15,16,41,49,27,27,14,15,15,32,65,90,81,91,69,54,32,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,21,52,67,66,48,40,32,18,13,17,39,44,28,19,13,12,15,42,56,79,83,65,61,41,25,15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,21,31,59,94,96,70,53,48,21,21,16,49,54,37,31,23,19,19,57,83,134,112,108,74,55,39,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,29,79,96,85,80,62,31,22,18,19,53,57,41,30,21,21,18,51,65,96,121,82,81,62,43,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,21,33,66,89,82,83,56,42,30,18,18,55,61,35,35,20,21,20,53,74,117,110,101,62,66,39,16
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,21,26,71,90,83,75,57,40,24,20,18,49,59,46,36,23,20,17,61,70,116,99,99,80,49,40,20
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,20,32,75,97,84,65,54,43,27,21,22,44,55,36,28,20,22,18,58,83,119,81,111,69,56,45,21
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,16,29,51,84,73,62,47,21,21,18,18,43,49,32,23,16,17,16,47,47,97,87,74,64,39,30,14
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,11,20,51,65,59,52,34,28,16,14,14,32,47,30,26,16,14,14,42,45,95,96,67,63,42,27,15
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,21,34,71,99,79,59,62,40,23,20,23,42,67,42,29,21,21,22,56,64,122,102,101,69,45,39,19
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,14,34,65,105,78,75,50,36,28,24,20,40,63,47,28,23,18,21,55,71,109,125,101,82,64,38,23
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,21,28,76,101,88,68,58,49,27,17,21,49,53,34,31,20,21,21,66,66,94,108,92,84,47,41,19
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,23,29,59,92,107,72,56,36,25,20,22,47,68,51,33,21,23,23,64,72,125,127,84,87,71,38,16
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,20,32,86,91,75,75,58,30,21,19,20,44,61,41,30,20,22,19,56,74,114,105,106,81,62,42,21
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,15,22,56,97,63,55,49,33,17,15,14,49,54,34,22,16,15,17,41,55,98,93,96,54,55,37,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,14,21,31,72,52,52,38,29,16,14,14,33,41,30,26,15,13,13,42,51,83,67,69,50,43,30,14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,19,29,70,79,71,71,55,43,24,21,20,57,63,43,28,23,20,14,70,55,113,106,113,80,54,37,22
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,19,36,74,109,98,80,50,38,22,20,22,38,52,42,34,20,23,21,65,81,116,127,97,82,57,42,20
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,23,29,59,123,81,79,55,37,23,20,20,46,59,45,37,19,22,19,63,66,108,91,104,90,58,39,19
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,19,26,69,112,78,67,62,41,24,17,21,41,65,42,30,18,17,19,53,78,86,101,100,83,57,36,19
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,20,22,63,99,79,72,53,33,27,21,20,51,59,40,31,21,24,21,57,76,103,120,106,84,50,43,19
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,16,27,53,67,58,50,43,29,20,17,17,43,51,36,24,16,19,13,51,61,96,83,69,63,48,33,20
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,14,22,48,67,60,57,44,31,19,15,14,38,41,27,21,14,16,12,50,55,79,82,69,56,37,27,12
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,18,27,75,100,94,66,56,42,24,23,22,47,54,41,34,19,16,21,59,71,117,89,92,89,62,34,19
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,17,28,65,107,64,66,59,39,27,21,23,55,58,36,35,22,19,18,64,73,93,107,87,84,62,35,22
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,19,31,73,100,86,66,62,31,29,18,22,50,62,38,31,23,21,23,52,66,126,128,101,89,64,37,23
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,19,30,68,120,79,79,45,33,27,19,23,46,61,45,26,21,20,19,68,67,110,101,90,64,59,36,21
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,22,29,66,96,101,72,59,46,24,18,17,57,63,41,33,17,23,23,61,79,113,104,103,90,55,43,18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,16,24,55,90,68,53,39,38,21,14,16,38,49,31,22,13,19,17,46,56,98,79,75,67,47,29,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,16,17,45,64,60,42,39,28,18,14,15,38,44,31,23,14,14,13,41,49,85,94,69,58,42,27,14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,21,33,71,110,79,78,59,41,23,19,22,54,57,35,29,17,20,19,58,78,114,117,98,85,56,45,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,19,32,73,92,67,65,47,38,28,21,21,45,65,45,28,20,17,21,60,77,127,111,99,72,58,49,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,20,34,72,101,84,61,53,42,23,20,21,49,58,39,31,21,20,20,55,68,123,102,99,65,67,36,19
